"family","genus"
"Alismataceae","Baldellia"
"Alismataceae","Burnatia"
"Alismataceae","Butomopsis"
"Alismataceae","Caldesia"
"Alismataceae","Damasonium"
"Alismataceae","Echinodorus"
"Alismataceae","Helanthium"
"Alismataceae","Hydrocleys"
"Alismataceae","Limnocharis"
"Alismataceae","Limnophyton"
"Alismataceae","Luronium"
"Alismataceae","Ranalisma"
"Alismataceae","Sagittaria"
"Alismataceae","Wiesneria"
"Butomaceae","Butomus"
"Hydrocharitaceae","Appertiella"
"Hydrocharitaceae","Blyxa"
"Hydrocharitaceae","Egeria"
"Hydrocharitaceae","Elodea"
"Hydrocharitaceae","Enhalus"
"Hydrocharitaceae","Halophila"
"Hydrocharitaceae","Hydrilla"
"Hydrocharitaceae","Hydrocharis"
"Hydrocharitaceae","Lagarosiphon"
"Hydrocharitaceae","Limnobium"
"Hydrocharitaceae","Najas"
"Hydrocharitaceae","Nechamandra"
"Hydrocharitaceae","Ottelia"
"Hydrocharitaceae","Stratiotes"
"Hydrocharitaceae","Thalassia"
"Hydrocharitaceae","Vallisneria"
"Scheuchzeriaceae","Scheuchzeria"
"Aponogetonaceae","Aponogeton"
"Juncaginaceae","Tetroncium"
"Juncaginaceae","Triglochin"
"Maundiaceae","Maundia"
"Zosteraceae","Nanozostera"
"Zosteraceae","Phyllospadix"
"Zosteraceae","Zostera"
"Potamogetonaceae","Althenia"
"Potamogetonaceae","Groenlandia"
"Potamogetonaceae","Lepilaena"
"Potamogetonaceae","Potamogeton"
"Potamogetonaceae","Pseudalthenia"
"Potamogetonaceae","Stuckenia"
"Potamogetonaceae","Zannichellia"
"Posidoniaceae","Posidonia"
"Ruppiaceae","Ruppia"
"Cymodoceaceae","Amphibolis"
"Cymodoceaceae","Cymodocea"
"Cymodoceaceae","Halodule"
"Cymodoceaceae","Syringodium"
"Cymodoceaceae","Thalassodendron"
"Petrosaviaceae","Japonolirion"
"Petrosaviaceae","Petrosavia"
"Nartheciaceae","Aletris"
"Nartheciaceae","Lophiola"
"Nartheciaceae","Narthecium"
"Nartheciaceae","Nietneria"
"Burmanniaceae","Afrothismia"
"Burmanniaceae","Apteria"
"Burmanniaceae","Burmannia"
"Burmanniaceae","Campylosiphon"
"Burmanniaceae","Cymbocarpa"
"Burmanniaceae","Dictyostega"
"Burmanniaceae","Gymnosiphon"
"Burmanniaceae","Haplothismia"
"Burmanniaceae","Hexapterella"
"Burmanniaceae","Marthella"
"Burmanniaceae","Miersiella"
"Burmanniaceae","Oxygyne"
"Burmanniaceae","Thismia"
"Burmanniaceae","Tiputinia"
"Dioscoreaceae","Dioscorea"
"Dioscoreaceae","Rajania"
"Dioscoreaceae","Stenomeris"
"Dioscoreaceae","Tacca"
"Dioscoreaceae","Trichopus"
"Triuridaceae","Andruris"
"Triuridaceae","Hyalisma"
"Triuridaceae","Kupea"
"Triuridaceae","Lacandonia"
"Triuridaceae","Peltophyllum"
"Triuridaceae","Sciaphila"
"Triuridaceae","Seychellaria"
"Triuridaceae","Soridium"
"Triuridaceae","Triuridopsis"
"Triuridaceae","Triuris"
"Velloziaceae","Acanthochlamys"
"Velloziaceae","Barbacenia"
"Velloziaceae","Burlemarxia"
"Velloziaceae","Nanuza"
"Velloziaceae","Pleurostima"
"Velloziaceae","Vellozia"
"Velloziaceae","Xerophyta"
"Stemonaceae","Croomia"
"Stemonaceae","Pentastemona"
"Stemonaceae","Stemona"
"Cyclanthaceae","Asplundia"
"Cyclanthaceae","Carludovica"
"Cyclanthaceae","Chorigyne"
"Cyclanthaceae","Cyclanthus"
"Cyclanthaceae","Dianthoveus"
"Cyclanthaceae","Dicranopygium"
"Cyclanthaceae","Evodianthus"
"Cyclanthaceae","Ludovia"
"Cyclanthaceae","Schultesiophytum"
"Cyclanthaceae","Sphaeradenia"
"Cyclanthaceae","Stelestylis"
"Cyclanthaceae","Thoracocarpus"
"Pandanaceae","Freycinetia"
"Pandanaceae","Pandanus"
"Pandanaceae","Sararanga"
"Campynemataceae","Campynema"
"Campynemataceae","Campynemanthe"
"Corsiaceae","Arachnitis"
"Corsiaceae","Corsia"
"Corsiaceae","Corsiopsis"
"Melanthiaceae","Amianthium"
"Melanthiaceae","Anticlea"
"Melanthiaceae","Chamaelirium"
"Melanthiaceae","Chionographis"
"Melanthiaceae","Daiswa"
"Melanthiaceae","Helonias"
"Melanthiaceae","Kinugasa"
"Melanthiaceae","Melanthium"
"Melanthiaceae","Paris"
"Melanthiaceae","Pseudotrillium"
"Melanthiaceae","Schoenocaulon"
"Melanthiaceae","Stenanthium"
"Melanthiaceae","Toxicoscordion"
"Melanthiaceae","Trillidium"
"Melanthiaceae","Trillium"
"Melanthiaceae","Veratrum"
"Melanthiaceae","Xerophyllum"
"Melanthiaceae","Zigadenus"
"Petermanniaceae","Petermannia"
"Alstroemeriaceae","Alstroemeria"
"Alstroemeriaceae","Bomarea"
"Alstroemeriaceae","Drymophila"
"Alstroemeriaceae","Leontochir"
"Alstroemeriaceae","Luzuriaga"
"Colchicaceae","×Sanderosa"
"Colchicaceae","×Santonia"
"Colchicaceae","Androcymbium"
"Colchicaceae","Baeometra"
"Colchicaceae","Burchardia"
"Colchicaceae","Camptorrhiza"
"Colchicaceae","Colchicum"
"Colchicaceae","Disporum"
"Colchicaceae","Gloriosa"
"Colchicaceae","Hexacyrtis"
"Colchicaceae","Iphigenia"
"Colchicaceae","Kuntheria"
"Colchicaceae","Neodregea"
"Colchicaceae","Onixotis"
"Colchicaceae","Ornithoglossum"
"Colchicaceae","Sandersonia"
"Colchicaceae","Schelhammera"
"Colchicaceae","Tripladenia"
"Colchicaceae","Uvularia"
"Colchicaceae","Wurmbea"
"Philesiaceae","×Philageria"
"Philesiaceae","Lapageria"
"Philesiaceae","Philesia"
"Ripogonaceae","Ripogonum"
"Smilacaceae","Heterosmilax"
"Smilacaceae","Smilax"
"Liliaceae","Calochortus"
"Liliaceae","Cardiocrinum"
"Liliaceae","Clintonia"
"Liliaceae","Erythronium"
"Liliaceae","Fritillaria"
"Liliaceae","Gagea"
"Liliaceae","Lilium"
"Liliaceae","Lloydia"
"Liliaceae","Medeola"
"Liliaceae","Notholirion"
"Liliaceae","Prosartes"
"Liliaceae","Scoliopus"
"Liliaceae","Streptopus"
"Liliaceae","Tricyrtis"
"Liliaceae","Tulipa"
"Orchidaceae","×Aranda"
"Orchidaceae","×Ascocenda"
"Orchidaceae","×Brasso-Cattleya"
"Orchidaceae","×Brassochilus"
"Orchidaceae","×Brassodiacrium"
"Orchidaceae","×Brassoepidendrum"
"Orchidaceae","×Brassoepilaelia"
"Orchidaceae","×Brassokeria"
"Orchidaceae","×Brassolaelia"
"Orchidaceae","×Brassolaeliocattleya"
"Orchidaceae","×Brassotonia"
"Orchidaceae","×Burrageara"
"Orchidaceae","×Goodaleara"
"Orchidaceae","×Laeliocatonia"
"Orchidaceae","×Laeliocattleya"
"Orchidaceae","×Miltonidium"
"Orchidaceae","×Oncidopsis"
"Orchidaceae","×Wilsonara"
"Orchidaceae","×Zygonisia"
"Orchidaceae","Aa"
"Orchidaceae","Acampe"
"Orchidaceae","Acanthephippium"
"Orchidaceae","Aceratorchis"
"Orchidaceae","Acianthera"
"Orchidaceae","Acianthus"
"Orchidaceae","Acineta"
"Orchidaceae","Acostaea"
"Orchidaceae","Acriopsis"
"Orchidaceae","Acrolophia"
"Orchidaceae","Acrorchis"
"Orchidaceae","Adenochilus"
"Orchidaceae","Adenoncos"
"Orchidaceae","Adrorhizon"
"Orchidaceae","Aenhenrya"
"Orchidaceae","Aerangis"
"Orchidaceae","Aeranthes"
"Orchidaceae","Aerides"
"Orchidaceae","Aetheorhyncha"
"Orchidaceae","Aganisia"
"Orchidaceae","Aglossorrhyncha"
"Orchidaceae","Agrostophyllum"
"Orchidaceae","Alamania"
"Orchidaceae","Altensteinia"
"Orchidaceae","Ambrella"
"Orchidaceae","Amerorchis"
"Orchidaceae","Amesiella"
"Orchidaceae","Amitostigma"
"Orchidaceae","Amoana"
"Orchidaceae","Anacamptis"
"Orchidaceae","Anathallis"
"Orchidaceae","Ancistrochilus"
"Orchidaceae","Ancistrorhynchus"
"Orchidaceae","Andinia"
"Orchidaceae","Androcorys"
"Orchidaceae","Angraecopsis"
"Orchidaceae","Angraecum"
"Orchidaceae","Anguloa"
"Orchidaceae","Anoectochilus"
"Orchidaceae","Ansellia"
"Orchidaceae","Anteriorchis"
"Orchidaceae","Anthogonium"
"Orchidaceae","Aphyllorchis"
"Orchidaceae","Aplectrum"
"Orchidaceae","Aporostylis"
"Orchidaceae","Apostasia"
"Orchidaceae","Appendicula"
"Orchidaceae","Aracamunia"
"Orchidaceae","Arachnis"
"Orchidaceae","Archivea"
"Orchidaceae","Arethusa"
"Orchidaceae","Arpophyllum"
"Orchidaceae","Arthrochilus"
"Orchidaceae","Artorima"
"Orchidaceae","Arundina"
"Orchidaceae","Ascidieria"
"Orchidaceae","Aspasia"
"Orchidaceae","Aspidogyne"
"Orchidaceae","Aulosepalum"
"Orchidaceae","Auxopus"
"Orchidaceae","Barbosella"
"Orchidaceae","Barbrodria"
"Orchidaceae","Barkeria"
"Orchidaceae","Bartholina"
"Orchidaceae","Basigyne"
"Orchidaceae","Basiphyllaea"
"Orchidaceae","Baskervilla"
"Orchidaceae","Batemannia"
"Orchidaceae","Beclardia"
"Orchidaceae","Beloglottis"
"Orchidaceae","Benthamia"
"Orchidaceae","Benzingia"
"Orchidaceae","Bhutanthera"
"Orchidaceae","Biermannia"
"Orchidaceae","Bifrenaria"
"Orchidaceae","Bipinnula"
"Orchidaceae","Bletia"
"Orchidaceae","Bletilla"
"Orchidaceae","Bogoria"
"Orchidaceae","Bolusiella"
"Orchidaceae","Bonatea"
"Orchidaceae","Brachionidium"
"Orchidaceae","Brachycorythis"
"Orchidaceae","Brachypeza"
"Orchidaceae","Brachystele"
"Orchidaceae","Bracisepalum"
"Orchidaceae","Braemia"
"Orchidaceae","Brassavola"
"Orchidaceae","Brassia"
"Orchidaceae","Bromheadia"
"Orchidaceae","Broughtonia"
"Orchidaceae","Brownleea"
"Orchidaceae","Buchtienia"
"Orchidaceae","Bulbophyllum"
"Orchidaceae","Bulleyia"
"Orchidaceae","Burnettia"
"Orchidaceae","Caladenia"
"Orchidaceae","Calanthe"
"Orchidaceae","Caleana"
"Orchidaceae","Calochilus"
"Orchidaceae","Calopogon"
"Orchidaceae","Caluera"
"Orchidaceae","Calymmanthera"
"Orchidaceae","Calypso"
"Orchidaceae","Calyptrochilum"
"Orchidaceae","Camaridium"
"Orchidaceae","Campylocentrum"
"Orchidaceae","Capanemia"
"Orchidaceae","Cardiochilos"
"Orchidaceae","Catasetum"
"Orchidaceae","Cattleya"
"Orchidaceae","Caucaea"
"Orchidaceae","Caularthron"
"Orchidaceae","Centroglossa"
"Orchidaceae","Centrostigma"
"Orchidaceae","Cephalanthera"
"Orchidaceae","Cephalantheropsis"
"Orchidaceae","Ceratandra"
"Orchidaceae","Ceratocentron"
"Orchidaceae","Ceratostylis"
"Orchidaceae","Chamaeanthus"
"Orchidaceae","Chamaegastrodia"
"Orchidaceae","Chamelophyton"
"Orchidaceae","Chamorchis"
"Orchidaceae","Changnienia"
"Orchidaceae","Chaubardia"
"Orchidaceae","Chaubardiella"
"Orchidaceae","Chauliodon"
"Orchidaceae","Cheiradenia"
"Orchidaceae","Cheirostylis"
"Orchidaceae","Chelonistele"
"Orchidaceae","Chiloglottis"
"Orchidaceae","Chiloschista"
"Orchidaceae","Chloraea"
"Orchidaceae","Chondradenia"
"Orchidaceae","Chondrorhyncha"
"Orchidaceae","Chondroscaphe"
"Orchidaceae","Christensonella"
"Orchidaceae","Chroniochilus"
"Orchidaceae","Chrysoglossum"
"Orchidaceae","Chysis"
"Orchidaceae","Chytroglossa"
"Orchidaceae","Cirrhaea"
"Orchidaceae","Cischweinfia"
"Orchidaceae","Claderia"
"Orchidaceae","Cleisocentron"
"Orchidaceae","Cleisomeria"
"Orchidaceae","Cleisostoma"
"Orchidaceae","Cleisostomopsis"
"Orchidaceae","Cleistes"
"Orchidaceae","Cleistesiopsis"
"Orchidaceae","Clematepistephium"
"Orchidaceae","Clowesia"
"Orchidaceae","Cochleanthes"
"Orchidaceae","Codonorchis"
"Orchidaceae","Coelia"
"Orchidaceae","Coeliopsis"
"Orchidaceae","Coeloglossum"
"Orchidaceae","Coelogyne"
"Orchidaceae","Coilochilus"
"Orchidaceae","Collabium"
"Orchidaceae","Comparettia"
"Orchidaceae","Conchidium"
"Orchidaceae","Condylago"
"Orchidaceae","Constantia"
"Orchidaceae","Cooktownia"
"Orchidaceae","Corallorhiza"
"Orchidaceae","Corallorrhiza"
"Orchidaceae","Coryanthes"
"Orchidaceae","Corybas"
"Orchidaceae","Corycium"
"Orchidaceae","Corymborkis"
"Orchidaceae","Cottonia"
"Orchidaceae","Cotylolabium"
"Orchidaceae","Cranichis"
"Orchidaceae","Cremastra"
"Orchidaceae","Crepidium"
"Orchidaceae","Cribbia"
"Orchidaceae","Crossoglossa"
"Orchidaceae","Crossoliparis"
"Orchidaceae","Cryptarrhena"
"Orchidaceae","Cryptocentrum"
"Orchidaceae","Cryptochilus"
"Orchidaceae","Cryptopus"
"Orchidaceae","Cryptopylos"
"Orchidaceae","Cryptostylis"
"Orchidaceae","Cuitlauzina"
"Orchidaceae","Cyanaeorchis"
"Orchidaceae","Cyanicula"
"Orchidaceae","Cyclopogon"
"Orchidaceae","Cycnoches"
"Orchidaceae","Cymbidiella"
"Orchidaceae","Cymbidium"
"Orchidaceae","Cynorkis"
"Orchidaceae","Cyphochilus"
"Orchidaceae","Cypholoron"
"Orchidaceae","Cypripedium"
"Orchidaceae","Cyrtidiorchis"
"Orchidaceae","Cyrtochiloides"
"Orchidaceae","Cyrtochilum"
"Orchidaceae","Cyrtopodium"
"Orchidaceae","Cyrtorchis"
"Orchidaceae","Cyrtosia"
"Orchidaceae","Cystorchis"
"Orchidaceae","Dactylorhiza"
"Orchidaceae","Dactylostalix"
"Orchidaceae","Daiotyla"
"Orchidaceae","Danhatchia"
"Orchidaceae","Danxiaorchis"
"Orchidaceae","Deceptor"
"Orchidaceae","Degranvillea"
"Orchidaceae","Deiregyne"
"Orchidaceae","Dendrobium"
"Orchidaceae","Dendrochilum"
"Orchidaceae","Dendrophylax"
"Orchidaceae","Devogelia"
"Orchidaceae","Diaphananthe"
"Orchidaceae","Diceratostele"
"Orchidaceae","Dichaea"
"Orchidaceae","Dichromanthus"
"Orchidaceae","Dickasonia"
"Orchidaceae","Dictyophyllaria"
"Orchidaceae","Didymoplexiella"
"Orchidaceae","Didymoplexiopsis"
"Orchidaceae","Didymoplexis"
"Orchidaceae","Diglyphosa"
"Orchidaceae","Dilochia"
"Orchidaceae","Dilomilis"
"Orchidaceae","Dimerandra"
"Orchidaceae","Dimorphorchis"
"Orchidaceae","Dinema"
"Orchidaceae","Dinklageella"
"Orchidaceae","Diphylax"
"Orchidaceae","Diplocentrum"
"Orchidaceae","Diplomeris"
"Orchidaceae","Diploprora"
"Orchidaceae","Dipodium"
"Orchidaceae","Disa"
"Orchidaceae","Discyphus"
"Orchidaceae","Disperis"
"Orchidaceae","Distylodon"
"Orchidaceae","Diuris"
"Orchidaceae","Domingoa"
"Orchidaceae","Dossinia"
"Orchidaceae","Dracomonticola"
"Orchidaceae","Draconanthes"
"Orchidaceae","Dracula"
"Orchidaceae","Drakaea"
"Orchidaceae","Dresslerella"
"Orchidaceae","Dressleria"
"Orchidaceae","Dryadella"
"Orchidaceae","Drymoanthus"
"Orchidaceae","Duckeella"
"Orchidaceae","Dunstervillea"
"Orchidaceae","Dyakia"
"Orchidaceae","Earina"
"Orchidaceae","Echinorhyncha"
"Orchidaceae","Eclecticus"
"Orchidaceae","Eggelingia"
"Orchidaceae","Eleorchis"
"Orchidaceae","Elleanthus"
"Orchidaceae","Eloyella"
"Orchidaceae","Eltroplectris"
"Orchidaceae","Elythranthera"
"Orchidaceae","Embreea"
"Orchidaceae","Encyclia"
"Orchidaceae","Entomophobia"
"Orchidaceae","Ephippianthus"
"Orchidaceae","Epibator"
"Orchidaceae","Epiblastus"
"Orchidaceae","Epiblema"
"Orchidaceae","Epidendrum"
"Orchidaceae","Epipactis"
"Orchidaceae","Epipogium"
"Orchidaceae","Epistephium"
"Orchidaceae","Erasanthe"
"Orchidaceae","Eria"
"Orchidaceae","Eriaxis"
"Orchidaceae","Eriochilus"
"Orchidaceae","Eriodes"
"Orchidaceae","Eriopsis"
"Orchidaceae","Erycina"
"Orchidaceae","Erythrodes"
"Orchidaceae","Erythrorchis"
"Orchidaceae","Euchile"
"Orchidaceae","Eulophia"
"Orchidaceae","Eulophiella"
"Orchidaceae","Euryblema"
"Orchidaceae","Eurycentrum"
"Orchidaceae","Eurychone"
"Orchidaceae","Eurystyles"
"Orchidaceae","Evotella"
"Orchidaceae","Exalaria"
"Orchidaceae","Fernandezia"
"Orchidaceae","Fimbriella"
"Orchidaceae","Forbesina"
"Orchidaceae","Frondaria"
"Orchidaceae","Fuertesiella"
"Orchidaceae","Funkiella"
"Orchidaceae","Galeandra"
"Orchidaceae","Galearis"
"Orchidaceae","Galeoglossum"
"Orchidaceae","Galeola"
"Orchidaceae","Galeottia"
"Orchidaceae","Galeottiella"
"Orchidaceae","Gastrochilus"
"Orchidaceae","Gastrodia"
"Orchidaceae","Gavilea"
"Orchidaceae","Geesinkorchis"
"Orchidaceae","Gennaria"
"Orchidaceae","Genoplesium"
"Orchidaceae","Geoblasta"
"Orchidaceae","Geodorum"
"Orchidaceae","Glomera"
"Orchidaceae","Glossodia"
"Orchidaceae","Gomesa"
"Orchidaceae","Gomphichis"
"Orchidaceae","Gonatostylis"
"Orchidaceae","Gongora"
"Orchidaceae","Goodyera"
"Orchidaceae","Govenia"
"Orchidaceae","Grammangis"
"Orchidaceae","Grammatophyllum"
"Orchidaceae","Grandiphyllum"
"Orchidaceae","Graphorkis"
"Orchidaceae","Greenwoodiella"
"Orchidaceae","Grobya"
"Orchidaceae","Grosourdya"
"Orchidaceae","Guanchezia"
"Orchidaceae","Guarianthe"
"Orchidaceae","Gunnarella"
"Orchidaceae","Gunnarorchis"
"Orchidaceae","Gymnadenia"
"Orchidaceae","Gynoglottis"
"Orchidaceae","Habenaria"
"Orchidaceae","Hagsatera"
"Orchidaceae","Halleorchis"
"Orchidaceae","Hammarbya"
"Orchidaceae","Hancockia"
"Orchidaceae","Hapalorchis"
"Orchidaceae","Hederorkis"
"Orchidaceae","Helleriella"
"Orchidaceae","Helonoma"
"Orchidaceae","Hemipilia"
"Orchidaceae","Hemipiliopsis"
"Orchidaceae","Herminium"
"Orchidaceae","Herpysma"
"Orchidaceae","Hetaeria"
"Orchidaceae","Heterotaxis"
"Orchidaceae","Hexalectris"
"Orchidaceae","Himantoglossum"
"Orchidaceae","Hintonella"
"Orchidaceae","Hippeophyllum"
"Orchidaceae","Hoehneella"
"Orchidaceae","Hofmeisterella"
"Orchidaceae","Holcoglossum"
"Orchidaceae","Holothrix"
"Orchidaceae","Homalopetalum"
"Orchidaceae","Horichia"
"Orchidaceae","Horvatia"
"Orchidaceae","Houlletia"
"Orchidaceae","Huntleya"
"Orchidaceae","Huttonaea"
"Orchidaceae","Hylaeorchis"
"Orchidaceae","Hylophila"
"Orchidaceae","Hymenorchis"
"Orchidaceae","Ida"
"Orchidaceae","Imerinaea"
"Orchidaceae","Ionopsis"
"Orchidaceae","Ipsea"
"Orchidaceae","Isabelia"
"Orchidaceae","Ischnogyne"
"Orchidaceae","Isochilus"
"Orchidaceae","Isotria"
"Orchidaceae","Ixyophora"
"Orchidaceae","Jacquiniella"
"Orchidaceae","Jejewoodia"
"Orchidaceae","Jostia"
"Orchidaceae","Jumellea"
"Orchidaceae","Kefersteinia"
"Orchidaceae","Kegeliella"
"Orchidaceae","Kionophyton"
"Orchidaceae","Koellensteinia"
"Orchidaceae","Kraenzlinella"
"Orchidaceae","Kreodanthus"
"Orchidaceae","Kuhlhasseltia"
"Orchidaceae","Lacaena"
"Orchidaceae","Laelia"
"Orchidaceae","Lankesterella"
"Orchidaceae","Lecanorchis"
"Orchidaceae","Lemurella"
"Orchidaceae","Lemurorchis"
"Orchidaceae","Leochilus"
"Orchidaceae","Lepanthes"
"Orchidaceae","Lepanthopsis"
"Orchidaceae","Lepidogyne"
"Orchidaceae","Leporella"
"Orchidaceae","Leptoceras"
"Orchidaceae","Leptotes"
"Orchidaceae","Ligeophila"
"Orchidaceae","Limodorum"
"Orchidaceae","Liparis"
"Orchidaceae","Listrostachys"
"Orchidaceae","Lockhartia"
"Orchidaceae","Loefgrenianthus"
"Orchidaceae","Ludisia"
"Orchidaceae","Lueckelia"
"Orchidaceae","Lueddemannia"
"Orchidaceae","Luisia"
"Orchidaceae","Lycaste"
"Orchidaceae","Lycomormium"
"Orchidaceae","Lyperanthus"
"Orchidaceae","Lyroglossa"
"Orchidaceae","Macodes"
"Orchidaceae","Macradenia"
"Orchidaceae","Macroclinium"
"Orchidaceae","Macropodanthus"
"Orchidaceae","Malaxis"
"Orchidaceae","Manniella"
"Orchidaceae","Margelliantha"
"Orchidaceae","Masdevallia"
"Orchidaceae","Maxillaria"
"Orchidaceae","Maxillariella"
"Orchidaceae","Mediocalcar"
"Orchidaceae","Megalorchis"
"Orchidaceae","Megastylis"
"Orchidaceae","Meiracyllium"
"Orchidaceae","Mesadenella"
"Orchidaceae","Mesadenus"
"Orchidaceae","Mexipedium"
"Orchidaceae","Microchilus"
"Orchidaceae","Microcoelia"
"Orchidaceae","Microepidendrum"
"Orchidaceae","Micropera"
"Orchidaceae","Microsaccus"
"Orchidaceae","Microthelys"
"Orchidaceae","Microtis"
"Orchidaceae","Miltonia"
"Orchidaceae","Miltoniopsis"
"Orchidaceae","Mobilabium"
"Orchidaceae","Monophyllorchis"
"Orchidaceae","Mormodes"
"Orchidaceae","Mormolyca"
"Orchidaceae","Muscarella"
"Orchidaceae","Myoxanthus"
"Orchidaceae","Myrmechis"
"Orchidaceae","Myrmecophila"
"Orchidaceae","Myrosmodes"
"Orchidaceae","Mystacidium"
"Orchidaceae","Nabaluia"
"Orchidaceae","Nageliella"
"Orchidaceae","Nemaconia"
"Orchidaceae","Neobathiea"
"Orchidaceae","Neobolusia"
"Orchidaceae","Neoclemensia"
"Orchidaceae","Neocogniauxia"
"Orchidaceae","Neofinetia"
"Orchidaceae","Neogardneria"
"Orchidaceae","Neogyna"
"Orchidaceae","Neolindleya"
"Orchidaceae","Neomoorea"
"Orchidaceae","Neotinea"
"Orchidaceae","Neottia"
"Orchidaceae","Neottianthe"
"Orchidaceae","Nephelaphyllum"
"Orchidaceae","Nephrangis"
"Orchidaceae","Nervilia"
"Orchidaceae","Neuwiedia"
"Orchidaceae","Nidema"
"Orchidaceae","Nitidobulbon"
"Orchidaceae","Nohawilliamsia"
"Orchidaceae","Nothostele"
"Orchidaceae","Notylia"
"Orchidaceae","Notyliopsis"
"Orchidaceae","Oberonia"
"Orchidaceae","Octarrhena"
"Orchidaceae","Octomeria"
"Orchidaceae","Oeceoclades"
"Orchidaceae","Oeonia"
"Orchidaceae","Oeoniella"
"Orchidaceae","Oerstedella"
"Orchidaceae","Oestlundia"
"Orchidaceae","Oligophyton"
"Orchidaceae","Oliveriana"
"Orchidaceae","Omoea"
"Orchidaceae","Oncidium"
"Orchidaceae","Ophidion"
"Orchidaceae","Ophioglossella"
"Orchidaceae","Ophrys"
"Orchidaceae","Orchipedum"
"Orchidaceae","Orchis"
"Orchidaceae","Oreorchis"
"Orchidaceae","Orestias"
"Orchidaceae","Orleanesia"
"Orchidaceae","Ornithidium"
"Orchidaceae","Ornithocephalus"
"Orchidaceae","Orthoceras"
"Orchidaceae","Orthochilus"
"Orchidaceae","Ossiculum"
"Orchidaceae","Otochilus"
"Orchidaceae","Otoglossum"
"Orchidaceae","Otostylis"
"Orchidaceae","Pabstia"
"Orchidaceae","Pachites"
"Orchidaceae","Pachyphyllum"
"Orchidaceae","Pachyplectron"
"Orchidaceae","Pachystoma"
"Orchidaceae","Palmorchis"
"Orchidaceae","Panisea"
"Orchidaceae","Paphinia"
"Orchidaceae","Paphiopedilum"
"Orchidaceae","Papilionanthe"
"Orchidaceae","Papillilabium"
"Orchidaceae","Papuaea"
"Orchidaceae","Paradisanthus"
"Orchidaceae","Paralophia"
"Orchidaceae","Paraphalaenopsis"
"Orchidaceae","Pecteilis"
"Orchidaceae","Pelatantheria"
"Orchidaceae","Pelexia"
"Orchidaceae","Pennilabium"
"Orchidaceae","Peristeranthus"
"Orchidaceae","Peristeria"
"Orchidaceae","Peristylus"
"Orchidaceae","Pescatoria"
"Orchidaceae","Phaius"
"Orchidaceae","Phalaenopsis"
"Orchidaceae","Phloeophila"
"Orchidaceae","Pholidota"
"Orchidaceae","Phragmipedium"
"Orchidaceae","Phragmorchis"
"Orchidaceae","Phreatia"
"Orchidaceae","Phymatidium"
"Orchidaceae","Physoceras"
"Orchidaceae","Physogyne"
"Orchidaceae","Pinelia"
"Orchidaceae","Piperia"
"Orchidaceae","Pityphyllum"
"Orchidaceae","Platanthera"
"Orchidaceae","Platycoryne"
"Orchidaceae","Platyglottis"
"Orchidaceae","Platylepis"
"Orchidaceae","Platyrhiza"
"Orchidaceae","Platystele"
"Orchidaceae","Platythelys"
"Orchidaceae","Plectorrhiza"
"Orchidaceae","Plectrelminthus"
"Orchidaceae","Plectrophora"
"Orchidaceae","Pleione"
"Orchidaceae","Pleurothallis"
"Orchidaceae","Pleurothallopsis"
"Orchidaceae","Plocoglottis"
"Orchidaceae","Poaephyllum"
"Orchidaceae","Podangis"
"Orchidaceae","Podochilus"
"Orchidaceae","Pogonia"
"Orchidaceae","Pogoniopsis"
"Orchidaceae","Polycycnis"
"Orchidaceae","Polyotidium"
"Orchidaceae","Polystachya"
"Orchidaceae","Pomatocalpa"
"Orchidaceae","Ponera"
"Orchidaceae","Ponerorchis"
"Orchidaceae","Ponthieva"
"Orchidaceae","Porolabium"
"Orchidaceae","Porpax"
"Orchidaceae","Porphyroglottis"
"Orchidaceae","Porphyrostachys"
"Orchidaceae","Porroglossum"
"Orchidaceae","Porrorhachis"
"Orchidaceae","Praecoxanthus"
"Orchidaceae","Prasophyllum"
"Orchidaceae","Prescottia"
"Orchidaceae","Promenaea"
"Orchidaceae","Prosthechea"
"Orchidaceae","Protoceras"
"Orchidaceae","Pseudacoridium"
"Orchidaceae","Pseuderia"
"Orchidaceae","Pseudocentrum"
"Orchidaceae","Pseudogoodyera"
"Orchidaceae","Pseudolaelia"
"Orchidaceae","Pseudorchis"
"Orchidaceae","Pseudovanilla"
"Orchidaceae","Psilochilus"
"Orchidaceae","Psychilis"
"Orchidaceae","Psychopsiella"
"Orchidaceae","Psychopsis"
"Orchidaceae","Pterichis"
"Orchidaceae","Pteroceras"
"Orchidaceae","Pteroglossa"
"Orchidaceae","Pteroglossaspis"
"Orchidaceae","Pterostemma"
"Orchidaceae","Pterostylis"
"Orchidaceae","Pterygodium"
"Orchidaceae","Pygmaeorchis"
"Orchidaceae","Pyrorchis"
"Orchidaceae","Quekettia"
"Orchidaceae","Quisqueya"
"Orchidaceae","Rangaeris"
"Orchidaceae","Rauhiella"
"Orchidaceae","Reichenbachanthus"
"Orchidaceae","Renanthera"
"Orchidaceae","Renzorchis"
"Orchidaceae","Restrepia"
"Orchidaceae","Restrepiella"
"Orchidaceae","Restrepiopsis"
"Orchidaceae","Rhaesteria"
"Orchidaceae","Rhetinantha"
"Orchidaceae","Rhinerrhiza"
"Orchidaceae","Rhinerrhizopsis"
"Orchidaceae","Rhipidoglossum"
"Orchidaceae","Rhizanthella"
