Site_Type	Project_ID	Observation_ID	Observer_Code	Observation_Serial	Observation_Description	Observation_Label	Observation_Type	Latitude	Longitude	Error	Date	Prefix	Year	Mon	Day	Nation	State	County	Island	FIPS	Elevation	Community_Name	Community_Description	Structure	Landscape	HillslopePosition	Position	Aspect	Slope	PlotBearing	Map Unit	Soil Series	Soil Taxon	Drainage Class	Restriction_Depth	WT_Depth	MinWT_Depth	Soil_Notes	Litter_Cover	Snag_Count	Snag_Diam	Plot_Area_m	BA_Count	BA_Factor	Cowardin	HGM	f1	f2	f3	s1	s2	s3	t1	t2	t3	t4	Tree_Cover	Subcanopy_Cover	TallShrub_Cover	Shrub_Cover	Herb_Cover	Moss_Cover	Aggregated_Overstory	Aggregated_Subcanopy	Aggregated_TallShrub	Aggregated_Shrub	Aggregated_Understory	Estimated_Understory	DWD_Hits1	DWD_Hits2	DWD_Hits3	DWD_Hits4	DWD_Hits5	Transect_Length	Log_Cover	Rock_Cover	Lichen_Cover	Water_Cover	MaxWater_Cover	DBH_lower	DBH_upper	Canopy_lower	Canopy_upper	User_Pedon_ID	User_Plot_ID	SoilTexture	TPI	Upper	Middle	Lower	Coastal	Floodplain	Inland	Hydric	Nonhydric	Aquatic	Wet	Moist	Dry	Mucky	Rocky	Sandy	Loamy	Calcareous	Euic	Dysic	Salty	Fresh	Natural	Seminatural	Cultural	MLRA	Cold	Cool	Mild	Warm	Hot	Humid	Subhumid	Arid	Microthermal	Mesothermal	Megathermal
loamy inland		INDU.AA125	INDU.INDU	0		INDU.AA125	Representative Plot	41.6169180245	-87.2158859579	10	0		2007	09	16	USA	Indiana	Porter County		18127	189.605	Populus deltoides/Celastrus orbiculatus/Solidago		forest				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA127	INDU.INDU	0		INDU.AA127	Representative Plot	41.5912442518	-87.2443921909	10	0		2007	09	12	USA	Indiana	Lake County		18089	184.877	Lythrum salicaria-Solidago uliginosa-Typha latifolia	Wet, with patches of standing water.	grassland				0	0		Maumee loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA129	INDU.INDU	0		INDU.AA129	Representative Plot	41.6957560494	-86.9610027266	10	0		2007	07	27	USA	Indiana	Porter County		18127	184.264	Quercus velutina/Nyssa sylvatica/Carex pensylvanica-Vaccinium pallidum		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA130	INDU.INDU	0		INDU.AA130	Representative Plot	41.6110207688	-87.2739074685	10	0		2007	08	30	USA	Indiana	Lake County		18089	188.636	Nymphaea odorata	Standing water.  POND!	grassland				0	0		Oakville fine sand, 12 to 25 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA131	INDU.INDU	0		INDU.AA131	Representative Plot	41.6138633988	-86.8516018877	10	0		2007	09	05	USA	Indiana	LaPorte County		18091	255.337	Carya ovata-Acer saccharum/Ulmus americana/Hamamelis virginiana/Thalictrum	Upland from bog	forest				0	0		Riddles loam, 12 to 18 percent slopes, eroded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA132	INDU.INDU	0		INDU.AA132	Representative Plot	41.699952545	-86.9586205421	10	0		2007	07	27	USA	Indiana	Porter County		18127	188.117	Ailanthus altissima/Celastrus orbiculatus/Ammophila breviligulata		savanna				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA134	INDU.INDU	0		INDU.AA134	Representative Plot	41.523574665	-87.4563803398	10	0		2007	10	21	USA	Indiana	Lake County		18089	189.516	Quercus velutina/Vaccinium angustifolium/Solidago altissima		forest				0	0		Brems fine sand, 0 to 4 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA135	INDU.INDU	0		INDU.AA135	Representative Plot	41.6065488218	-87.2602673441	10	0		2007	08	29	USA	Indiana	Lake County		18089	183.102	Cephalanthus occidentalis-Cornus/Schoenoplectus fluviatilis	Wet	shrubland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA136	INDU.INDU	0		INDU.AA136	Representative Plot	41.6576983362	-86.999327408	10	0		2007	08	03	USA	Indiana	Porter County		18127	197.784	Ulmus americana/Fraxinus pennsylvanica-Tilia americana/Celastrus orbiculatus		forest				0	0		Maumee loamy sand, ponded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA139	INDU.INDU	0		INDU.AA139	Representative Plot	41.6475684495	-87.0980389448	10	0		2007	07	29	USA	Indiana	Porter County		18127	184.29	Quercus alba-Quercus velutina/Sassafras albidum		forest				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA141	INDU.INDU	0		INDU.AA141	Representative Plot	41.6396876629	-87.1075127076	10	0		2007	08	01	USA	Indiana	Porter County		18127	191.102	Phragmites		grassland				0	0		Adrian muck, drained				500.0	500.0								10	Palustrine		0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA143	INDU.INDU	0		INDU.AA143	Representative Plot	41.6052670034	-87.2842638479	10	0		2007	09	12	USA	Indiana	Lake County		18089	183.32	Carex-Thelypteris palustris	Low, wet area north of railroad tracks.  Standing water.	grassland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA145	INDU.INDU	0		INDU.AA145	Representative Plot	41.6310784739	-87.0875614049	10	0		2007	09	20	USA	Indiana	Porter County		18127	206.646	Juncus effusus-Carex	Wet with standing water; muck soils; some slight erosion from edges; foraging shorebirds (yellowlegs?).	grassland				0	0		Morley silt loam, 2 to 6 percent slopes, eroded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA147	INDU.INDU	0		INDU.AA147	Representative Plot	41.6515312328	-87.0590743682	10	0		2007	07	25	USA	Indiana	Porter County		18127	180.58	Quercus bicolor/Prunus virginiana/Lindera benzoin		forest				0	0		Maumee loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA148	INDU.INDU	0		INDU.AA148	Representative Plot	41.6750457139	-86.9895239693	10	0		2007	07	27	USA	Indiana	Porter County		18127	183.042	Carex-Eupatorium-Juncus-Lycopus-Typha angustifolia		savanna				0	0		Adrian muck, drained				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA148a	INDU.INDU	0		INDU.AA148a	Representative Plot	41.6749826724	-86.9896200898	10	0		2007	09	20	USA	Indiana	Porter County		18127	182.891	Juncus effusus-Carex	Low wet area along gravel road.  Wet with standing water, muck soils, some slight erosion from edges.  Foraging shorebirds (yellowlegs).	grassland				0	0		Adrian muck, drained				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA153	INDU.INDU	0		INDU.AA153	Representative Plot	41.6484774243	-87.1088843208	10	0		2007	07	25	USA	Indiana	Porter County		18127	194.828	Pinus banksiana-Quercus velutina/Poa pratensis		woodland				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA157	INDU.INDU	0		INDU.AA157	Representative Plot	41.6306772877	-86.9561196956	10	0		2007	06	22	USA	Indiana	Porter County		18127	199.394	Quercus macrocarpa/Tilia americana/Lindera benzoin/Toxicodendron radicans		forest				0	0		Blount silt loam, 0 to 3 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA158	INDU.INDU	0		INDU.AA158	Representative Plot	41.6138677937	-86.8550465759	10	0		2007	09	05	USA	Indiana	LaPorte County		18091	251.197	Prunus serotina/Ulmus americana/Rosa multiflora-Parthenocissus	Basically dry, but just upland about 50 m from wetland to north.	woodland				0	0		Riddles loam, 12 to 18 percent slopes, eroded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA159	INDU.INDU	0		INDU.AA159	Representative Plot	41.6485692523	-87.0331444989	10	0		2007	07	11	USA	Indiana	Porter County		18127	191.909	Fraxinus pennsylvanica/Ulmus rubra/Lindera benzoin/Symplocarpus foetidus		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA160	INDU.INDU	0		INDU.AA160	Representative Plot	41.618253562	-87.2046913876	10	0		2007	09	16	USA	Indiana	Porter County		18127	185.504	Rhus copallinum/Schizachyrium scoparium		shrubland				0	0		Udorthents, loamy, 3 to 30 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																											20					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA161	INDU.INDU	0		INDU.AA161	Representative Plot	41.6043639715	-87.2242085706	10	0		2007	08	22	USA	Indiana	Lake County		18089	184.865	Salix/Carex stricta-Onoclea sensibilis		savanna				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA163	INDU.INDU	0		INDU.AA163	Representative Plot	41.6394429545	-87.0881207052	10	0		2007	07	28	USA	Indiana	Porter County		18127	184.896	Populus tremuloides/Celastrus orbiculatus-Cephalanthus occidentalis/Eutrochium maculatum		woodland				0	0		Adrian muck, drained				500.0	500.0								10	Palustrine		0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA165	INDU.INDU	0		INDU.AA165	Representative Plot	41.6024329919	-87.2393102727	10	0		2007	08	22	USA	Indiana	Lake County		18089	185.805	Eupatorium-Panicum virgatum	Sandy/Silty/Loamy, well drained soil	grassland				0	0		Oakville fine sand, 12 to 25 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA166	INDU.INDU	0		INDU.AA166	Representative Plot	41.6566605852	-87.0677025069	10	0		2007	07	12	USA	Indiana	Porter County		18127	200.013	Robinia pseudoacacia/Populus deltoides/Calamovilfa longifolia-Schizachyrium scoparium		savanna				0	0		Dune land				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA167	INDU.INDU	0		INDU.AA167	Representative Plot	41.6186340949	-87.1015961075	10	0		2007	08	09	USA	Indiana	Porter County		18127	193.684	Quercus velutina/Rubus flagellaris/Solidago gigantea		savanna				0	0		Haskins loam, 0 to 2 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											25					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA168	INDU.INDU	0		INDU.AA168	Representative Plot	41.6055718621	-87.2920057549	10	0		2007	09	18	USA	Indiana	Lake County		18089	183.439	Sparganium	Standing water	grassland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA170	INDU.INDU	0		INDU.AA170	Representative Plot	41.6254930699	-87.0850165283	10	0		2007	08	10	USA	Indiana	Porter County		18127	194.516	Fraxinus pennsylvanica-Acer saccharum/Celastrus orbiculatus/Carex	Approximately 10 m east of GPS point is a steep slope down (~30 feet) to a stream bed.	forest				0	0		Martinsville loam, 0 to 2 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA171	INDU.INDU	0		INDU.AA171	Representative Plot	41.6471847166	-87.1042107923	10	0		2007	07	25	USA	Indiana	Porter County		18127	187.298	Quercus alba-Quercus rubra/Sassafras albidum		forest				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10	Upland		0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA172	INDU.INDU	0		INDU.AA172	Representative Plot	41.6528168855	-87.0443396841	10	0		2007	07	21	USA	Indiana	Porter County		18127	182.482	Fraxinus pennsylvanica-Ulmus americana-Acer saccharinum/Rosa multiflora-Lindera benzoin		forest				0	0		Maumee loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA173	INDU.INDU	0		INDU.AA173	Representative Plot	41.6108424217	-87.1932181756	10	0		2007	06	30	USA	Indiana	Porter County		18127	186.524	Populus tremuloides/Rhus glabra/Eupatorium serotinum-Phalaris arundinacea		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA174	INDU.INDU	0		INDU.AA174	Representative Plot	41.6680465885	-86.9846840685	10	0		2007	08	04	USA	Indiana	Porter County		18127	190.183	Acer rubrum/Frangula alnus-Ilex verticillata-Spiraea tomentosa/Juncus canadensis-Schizachyrium scopa		savanna				0	0		Maumee loamy sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA175	INDU.INDU	0		INDU.AA175	Representative Plot	41.6174400134	-87.1072356895	10	0		2007	08	09	USA	Indiana	Porter County		18127	194.166	Rubus allegheniensis/Solidago-Andropogon gerardi		shrubland				0	0		Haskins loam, 0 to 2 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA176	INDU.INDU	0		INDU.AA176	Representative Plot	41.6744059492	-87.0129747719	10	0		2007	07	31	USA	Indiana	Porter County		18127	181.02	Acer rubrum-Quercus rubra/Sassafras albidum/Lindera benzoin/Osmundastrum cinnamomeum	Puddles <5 cm deep on site.	woodland				0	0		Oakville fine sand, 18 to 40 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA178	INDU.INDU	0		INDU.AA178	Representative Plot	41.6117198072	-87.2791193035	10	0		2007	09	05	USA	Indiana	Lake County		18089	182.172	Nuphar-Nymphaea	Standing water.  Beaver lodge	grassland				0	0		Adrian muck, drained, 0 to 1 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA180	INDU.INDU	0		INDU.AA180	Representative Plot	41.6172503912	-87.2715452182	10	0		2007	09	11	USA	Indiana	Lake County		18089	185.349	Schizachyrium scoparium-Calamovilfa longifolia	Dry sand.  Slope facing SW toward lagoon.	grassland				0	0		Dune land				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA182	INDU.INDU	0		INDU.AA182	Representative Plot	41.6055311966	-87.2261087507	10	0		2007	08	23	USA	Indiana	Lake County		18089	185.018	Schoenoplectus fluviatilis	Wet, standing water.	grassland				0	0		Maumee loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA184	INDU.INDU	0		INDU.AA184	Representative Plot	41.6740099373	-87.0099232369	10	0		2007	08	01	USA	Indiana	Porter County		18127	181.197	Rosa palustris/Typha latifolia-Phragmites australis	Standing water <10 cm deep.	grassland				0	0		Houghton muck, ponded				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA185	INDU.INDU	0		INDU.AA185	Representative Plot	41.6999565245	-86.9297282309	10	0		2007	07	20	USA	Indiana	Porter County		18127	184.978	Populus deltoides/Viburnum recognitum	Wet soil, some small puddles	woodland				0	0		Newton loamy fine sand				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA190	INDU.INDU	0		INDU.AA190	Representative Plot	41.699928913	-86.9451959751	10	0		2007	07	20	USA	Indiana	Porter County		18127	184.001	Populus deltoides-Quercus velutina/Acer rubrum/Rubus/Ageratina altissima		forest				0	0		Oakville fine sand, 4 to 12 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA191	INDU.INDU	0		INDU.AA191	Representative Plot	41.6891021537	-86.9688294289	10	0		2007	07	27	USA	Indiana	Porter County		18127	184.724	Salix nigra-Cephalanthus occidentalis/Bidens trichosperma-Bidens tripartita-Persicaria hydropiperoid		shrubland				0	0		Houghton muck, drained				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA195	INDU.INDU	0		INDU.AA195	Representative Plot	41.6194494336	-87.1063747684	10	0		2007	08	02	USA	Indiana	Porter County		18127	185.039	Salix interior/Carex stricta-Eutrochium maculatum	Powerline corridor (N-S running).  Point is in low area with corridor which slopes up at both ends (north and south).  Some areas of standing water.	grassland				0	0		Fluvaquents				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA196	INDU.INDU	0		INDU.AA196	Representative Plot	41.6044416973	-87.3074575239	10	0		2007	09	17	USA	Indiana	Lake County		18089	182.806	Phragmites	Some standing water, poorly drained muck soils.	grassland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA197	INDU.INDU	0		INDU.AA197	Representative Plot	41.5175722489	-87.2947018968	10	0		2007	10	14	USA	Indiana	Lake County		18089	188.768	Ulmus americana/Rosa multiflora/Aster-Persicaria virginiana	Upland, level, dry - to nort slopes down to an intermitent streambed (now dry).	woodland				0	0		Del Rey silt loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA198	INDU.INDU	0		INDU.AA198	Representative Plot	41.6795765034	-87.0082660718	10	0		2007	07	31	USA	Indiana	Porter County		18127	187.713	Tilia americana/Quercus alba/Hamamelis virginiana-Sassafras albidum		forest				0	0		Dune land				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA199	INDU.INDU	0		INDU.AA199	Representative Plot	41.6067543821	-87.2609762354	10	0		2007	08	29	USA	Indiana	Lake County		18089	182.667	Cephalanthus occidentalis/Phragmites australis	Wet	savanna				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA202	INDU.INDU	0		INDU.AA202	Representative Plot	41.6607607372	-87.003399153	10	0		2007	06	29	USA	Indiana	Porter County		18127	191.494	Acer rubrum/Ostrya virginiana		forest				0	0		Adrian muck, drained				500.0	500.0								10	Palustrine		0.1	0.25	0.5	1	2	5	10	15	20	30																											25					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA203	INDU.INDU	0		INDU.AA203	Representative Plot	41.6236719892	-87.2068932958	10	0		2007	06	20	USA	Indiana	Porter County		18127	180.871	Dasiphora/Juncus balticus		shrubland				0	0		Dune land				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA204	INDU.INDU	0		INDU.AA204	Representative Plot	41.6155475412	-87.1339026567	10	0		2007	08	31	USA	Indiana	Porter County		18127	182.602	Acer saccharinum-Fraxinus pennsylvanica/Toxicodendron radicans/Rosa multiflora/Persicaria virginiana	Floodplain, more or less dry	forest				0	0		Suman silt loam				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																											35					No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		INDU.AA206	INDU.INDU	0		INDU.AA206	Representative Plot	41.6053485675	-87.2876844456	10	0		2007	09	12	USA	Indiana	Lake County		18089	183.21	Sparganium-Iris virginica	Wet, standing water.  Lowe wet depression along railroad.	grassland				0	0		Oakville-Adrian complex, 0 to 6 percent slopes				500.0	500.0								10			0.1	0.25	0.5	1	2	5	10	15	20	30																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
