"ac.binomial","Northwest","Southwest","NorthCentral","Southcentral","Northeast","Southeast","Alaska","Hawaii","Caribbean","CanadaWest","CanadaEast","Arctic","Mexico"
"Juncus textilis",0,1,0,0,0,0,0,0,0,0,0,0,1
"Juncus tiehmii",1,1,0,0,0,0,0,0,0,0,0,0,1
"Juncus torreyi",1,1,1,1,1,1,0,0,0,1,1,0,1
"Juncus triformis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Juncus triglumis",1,1,0,0,0,0,1,0,0,0,0,1,0
"Juncus trigonocarpus",0,0,0,1,0,1,0,0,0,0,0,0,0
"Juncus trilocularis",1,1,0,0,0,0,0,0,0,0,0,0,0
"Juncus uncialis",1,1,0,0,0,0,0,0,0,0,0,0,0
"Juncus validus",0,0,1,1,1,1,0,0,0,0,0,0,0
"Juncus vaseyi",1,1,1,0,1,0,0,0,0,1,1,1,0
"Juncus xiphioides",0,1,0,0,0,0,0,0,0,0,0,0,1
"Jungia ferruginea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Jungia pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus angosturana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus arizonica",0,1,0,1,0,0,0,0,0,0,0,0,0
"Juniperus ashei",0,0,1,1,0,0,0,0,0,0,0,0,1
"Juniperus blancoi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus californica",0,1,0,0,0,0,0,0,0,0,0,0,1
"Juniperus coahuilensis",0,0,0,1,0,0,0,0,0,0,0,0,1
"Juniperus comitana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus communis",1,1,1,0,1,1,1,0,0,1,1,1,0
"Juniperus deppeana",0,1,0,1,0,0,0,0,0,0,0,0,1
"Juniperus durangensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus flaccida",0,0,0,1,0,0,0,0,0,0,0,0,1
"Juniperus gamboana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus grandis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Juniperus horizontalis",1,0,1,0,1,0,1,0,0,1,1,1,0
"Juniperus jaliscana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus monosperma",0,1,0,1,0,0,0,0,0,0,0,0,1
"Juniperus monticola",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus occidentalis",1,1,0,0,0,0,0,0,0,0,0,0,0
"Juniperus osteosperma",1,1,0,0,0,0,0,0,0,0,0,0,0
"Juniperus pinchotii",0,1,0,1,0,0,0,0,0,0,0,0,1
"Juniperus poblana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus saltillensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus scopulorum",1,1,1,1,0,0,0,0,0,1,0,0,1
"Juniperus standleyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Juniperus virginiana",1,1,1,1,1,1,0,0,0,0,1,0,0
"Juniperus zanonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia adenothyrsa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia alopecuroidea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia americana",0,0,1,1,1,1,0,0,0,0,1,0,1
"Justicia angusta",0,0,0,0,0,1,0,0,0,0,0,0,0
"Justicia angustiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia aurea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia bartlettii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia borrerae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia breedlovei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia californica",0,1,0,0,0,0,0,0,0,0,0,0,1
"Justicia campechiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia canbyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia candicans",0,1,0,0,0,0,0,0,0,0,0,0,1
"Justicia carthagenensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Justicia carthaginensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia chol",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia chrysostephana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia coahuilana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia comata",0,0,0,0,0,0,0,0,1,0,0,0,1
"Justicia crassifolia",0,0,0,0,0,1,0,0,0,0,0,0,0
"Justicia cuicatlana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia decurvata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia durangensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia eburnea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia ensiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia fimbriata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia fulvicoma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia gonzalezii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia henricksonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia herpetacanthoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia heterophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia hians",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia hilsenbeckii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia hintoniorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia huacanensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia insolita",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia ixtlania",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia jitotolana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia kanal",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia lanceolata",0,0,1,1,1,1,0,0,0,0,0,0,0
"Justicia leonardii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia leucothamna",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia linearis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia longii",0,1,0,1,0,0,0,0,0,0,0,0,1
"Justicia lundellii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia macrantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia madrensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia martinsoniana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Justicia masiaca",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia medrani",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia metallica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia mirabiloides",0,0,0,0,0,0,0,0,1,0,0,0,0
"Justicia mirandae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia multicaulis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia nevlingii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia ovata",0,0,0,0,1,1,0,0,0,0,0,0,1
"Justicia pacifica",0,0,0,1,0,0,0,0,0,0,0,0,1
"Justicia palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia paucifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia pectoralis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia pedicellata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia periplocifolia",0,0,0,0,0,0,0,0,1,0,0,0,1
"Justicia phlebodes",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia pilosella",0,1,0,1,0,0,0,0,0,0,0,0,1
"Justicia pringlei",0,0,0,0,0,1,0,0,0,0,0,0,1
"Justicia purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia ramosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia rzedowskii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia salasiae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia salviiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia santelisiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia soliana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia sonorae",0,1,0,0,0,0,0,0,0,0,0,0,1
"Justicia spicigera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia stellata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia teletheca",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia tenera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia tianguensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia tinctoriella",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia torresii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia turipachensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia turneri",0,1,0,1,0,0,0,0,0,0,0,0,1
"Justicia tuxtlensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia uxpanapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia valvata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia veracruzana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia warnockii",0,0,0,1,0,0,0,0,0,0,0,0,1
"Justicia wrightii",0,1,0,1,0,0,0,0,0,0,0,0,0
"Justicia zamudioi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Justicia zopilotensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kadenicarpus horripilus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kadenicarpus pseudomacrochele",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kadua acuminata",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua affinis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua axillaris",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua centranthoides",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua cookiana",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua cordata",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua coriacea",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua degeneri",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua elatior",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua fluviatilis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua flynnii",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua foggiana",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua foliosa",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua formosa",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua fosbergii",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua haupuensis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua knudsenii",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua laxiflora",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua littoralis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua parvula",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua st-johnii",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kadua tryblium",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kalinia obtusiflora",0,1,0,0,0,0,0,0,0,0,0,0,1
"Kallstroemia californica",0,1,0,1,0,0,0,0,0,0,0,0,1
"Kallstroemia grandiflora",0,1,0,1,0,0,0,0,0,0,0,0,1
"Kallstroemia hintonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kallstroemia hirsutissima",0,1,0,1,0,0,0,0,0,0,0,0,1
"Kallstroemia maxima",0,0,0,0,0,1,0,0,1,0,0,0,1
"Kallstroemia parviflora",0,1,0,1,0,0,0,0,0,0,0,0,1
"Kallstroemia peninsularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kallstroemia perennans",0,0,0,1,0,0,0,0,0,0,0,0,1
"Kallstroemia pubescens",0,0,0,0,0,0,0,0,1,0,0,0,1
"Kallstroemia rosei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kallstroemia standleyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kalmia angustifolia",0,0,0,0,1,1,0,0,0,0,1,0,0
"Kalmia buxifolia",0,0,0,0,1,1,0,0,0,0,0,0,0
"Kalmia carolina",0,0,0,0,1,1,0,0,0,0,0,0,0
"Kalmia cuneata",0,0,0,0,0,1,0,0,0,0,0,0,0
"Kalmia hirsuta",0,0,0,0,0,1,0,0,0,0,0,0,0
"Kalmia latifolia",0,0,0,1,1,1,0,0,0,0,0,0,0
"Kalmia microphylla",1,1,0,0,0,0,1,0,0,1,1,1,0
"Kalmia polifolia",0,0,1,0,1,0,0,0,0,1,1,1,0
"Kalmia procumbens",1,0,0,0,1,0,1,0,0,1,1,1,0
"Kalmiopsis fragrans",1,0,0,0,0,0,0,0,0,0,0,0,0
"Kalmiopsis leachiana",1,0,0,0,0,0,0,0,0,0,0,0,0
"Kanaloa kahoolawensis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Karwinskia calderonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia humboldtiana",0,0,0,1,0,0,0,0,0,0,0,0,1
"Karwinskia johnstonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia latifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia mollis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia rzedowskii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia subcordata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia tehuacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia umbellata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Karwinskia venturae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kearnemalvastrum lacteum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kearnemalvastrum subtriflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Keckiella antirrhinoides",0,1,0,0,0,0,0,0,0,0,0,0,1
"Keckiella breviflora",0,1,0,0,0,0,0,0,0,0,0,0,0
"Keckiella cordifolia",0,1,0,0,0,0,0,0,0,0,0,0,1
"Keckiella corymbosa",0,1,0,0,0,0,0,0,0,0,0,0,0
"Keckiella lemmonii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Keckiella rothrockii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Keckiella ternata",0,1,0,0,0,0,0,0,0,0,0,0,1
"Kefersteinia tinschertiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kegeliella atropilosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kellochloa brachyantha",0,0,0,1,0,1,0,0,0,0,0,0,0
"Kellochloa verrucosa",0,0,1,1,1,1,0,0,0,0,0,0,0
"Kelloggia galioides",1,1,0,0,0,0,0,0,0,0,0,0,0
"Kelseya uniflora",1,0,0,0,0,0,0,0,0,0,0,0,0
"Kionophyton sawyeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kionophyton seminuda",0,0,0,0,0,0,0,0,0,0,0,0,1
"Klaprothia fasciculata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Knowltonia mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon albicaule",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon coixtlahuacum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon concordianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon coulteri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon dolicholepis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Koanophyllon droserolepis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Koanophyllon galeanum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon gracilicaule",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon hintoniorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon longifolium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon monanthum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon palmeri",0,1,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon peninsulare",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon pittieri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon pochutlana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon polyodon",0,0,0,0,0,0,0,0,1,0,0,0,0
"Koanophyllon pseudoperfoliatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon ravenii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon revealii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon reyrobinsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon richardsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon rzedowskii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon sinaloensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon solidaginifolium",0,0,0,1,0,0,0,0,0,0,0,0,1
"Koanophyllon solidaginoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon tripartitum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koanophyllon villosum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Koeberlinia spinosa",0,1,0,1,0,0,0,0,0,0,0,0,1
"Koeleria asiatica",0,0,0,0,0,0,1,0,0,0,0,1,0
"Koeleria inaequalis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Koeleria macrantha",1,1,1,1,1,0,1,0,0,1,1,1,1
"Koeleria projecta",0,1,0,0,0,0,0,0,0,0,0,0,0
"Koeleria pyramidata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koeleria spicata",1,1,1,1,1,1,1,0,0,1,1,1,1
"Koenigia alaskana",0,0,0,0,0,0,1,0,0,0,0,1,0
"Koenigia davisiae",1,1,0,0,0,0,0,0,0,0,0,0,0
"Koenigia islandica",1,1,0,0,0,0,1,0,0,1,1,1,0
"Koenigia mollis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Koenigia phytolaccifolia",1,1,0,0,0,0,0,0,0,0,0,0,0
"Kohleria rugata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kohleria spicata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kohleria tigridia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kokia cookei",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kokia drynarioides",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kokia kauaiensis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kokia lanceolata",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kopsiopsis hookeri",1,1,0,0,0,0,0,0,0,1,0,0,0
"Kopsiopsis strobilacea",1,1,0,0,0,0,0,0,0,0,0,0,0
"Korthalsella complanata",0,0,0,0,0,0,0,1,0,0,0,0,0
"Korthalsella cylindrica",0,0,0,0,0,0,0,1,0,0,0,0,0
"Korthalsella degeneri",0,0,0,0,0,0,0,1,0,0,0,0,0
"Korthalsella latissima",0,0,0,0,0,0,0,1,0,0,0,0,0
"Korthalsella platycaula",0,0,0,0,0,0,0,1,0,0,0,0,0
"Korthalsella remyana",0,0,0,0,0,0,0,1,0,0,0,0,0
"Kosteletzkya blanchardii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kosteletzkya depressa",0,0,0,1,0,1,0,0,0,0,0,0,1
"Kosteletzkya flavicentrum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kosteletzkya hispidula",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kosteletzkya pentacarpos",0,0,0,1,1,1,0,0,0,0,0,0,0
"Kosteletzkya ramosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kosteletzkya reclinata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kosteletzkya thurberi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kosteletzkya tubiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krameria bicolor",0,1,0,1,0,0,0,0,0,0,0,0,1
"Krameria cytisoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krameria erecta",0,1,0,1,0,0,0,0,0,0,0,0,1
"Krameria ixine",0,0,0,0,0,0,0,0,1,0,0,0,1
"Krameria lanceolata",0,1,0,1,0,1,0,0,0,0,0,0,1
"Krameria paucifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krameria ramosissima",0,0,0,1,0,0,0,0,0,0,0,0,1
"Krameria revoluta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krameria secundiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krapovickasia physaloides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krascheninnikovia ceratoides",1,1,1,1,0,0,0,0,0,1,0,1,1
"Kreodanthus casillasii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kreodanthus ovatilabius",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kreodanthus secundus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krigia biflora",0,1,1,1,1,1,0,0,0,1,1,0,0
"Krigia cespitosa",0,0,1,1,1,1,0,0,0,0,0,0,1
"Krigia dandelion",0,0,1,1,1,1,0,0,0,0,0,0,0
"Krigia montana",0,0,0,0,0,1,0,0,0,0,0,0,0
"Krigia occidentalis",0,0,1,1,0,0,0,0,0,0,0,0,0
"Krigia virginica",0,0,1,1,1,1,0,0,0,0,1,0,0
"Krigia wrightii",0,0,0,1,0,1,0,0,0,0,0,0,0
"Kroenleinia grusonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Krugiodendron ferreum",0,0,0,0,0,1,0,0,1,0,0,0,1
"Kumlienia hystricula",0,1,0,0,0,0,0,0,0,0,0,0,0
"Kyhosia bolanderi",1,1,0,0,0,0,0,0,0,0,0,0,0
"Kyrsteniopsis cymulifera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyrsteniopsis dibolii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyrsteniopsis dibollii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyrsteniopsis heathiae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyrsteniopsis nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyrsteniopsis perpetiolata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyrsteniopsis spinaciifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Labordia cyrtandrae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia degeneri",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia fagraeoidea",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia hedyosmifolia",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia helleri",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia hirtella",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia hosakana",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia kaalae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia lorenceana",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia lydgatei",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia pumila",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia sessilis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia tinifolia",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia triflora",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia venosa",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia waialealae",0,0,0,0,0,0,0,1,0,0,0,0,0
"Labordia waiolani",0,0,0,0,0,0,0,1,0,0,0,0,0
"Lacaena bicolor",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lacandonia schismatica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lachesiodendron viridiflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lachnanthes caroliniana",0,0,0,1,1,1,0,0,0,0,1,0,0
"Lachnocaulon anceps",0,0,0,1,1,1,0,0,0,0,0,0,0
"Lachnocaulon beyrichianum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lachnocaulon digynum",0,0,0,1,0,1,0,0,0,0,0,0,0
"Lachnocaulon engleri",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lachnocaulon minus",0,0,0,0,0,1,0,0,0,0,0,0,0
"Lacistema aggregatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lackeya multiflora",0,0,0,1,1,1,0,0,0,0,0,0,0
"Lactuca biennis",1,1,1,0,1,1,1,0,0,1,1,1,0
"Lactuca brachyrrhyncha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lactuca canadensis",0,0,1,1,1,1,0,0,0,1,1,0,0
"Lactuca floridana",0,0,1,1,1,1,0,0,1,1,1,0,0
"Lactuca graminifolia",0,1,0,1,1,1,0,0,0,0,0,0,1
"Lactuca hirsuta",0,0,1,1,1,1,0,0,0,0,1,0,0
"Lactuca ludoviciana",1,1,1,1,1,1,0,0,0,1,1,0,1
"Ladeania juncea",0,1,0,0,0,0,0,0,0,0,0,0,0
"Ladeania lanceolata",1,1,1,1,0,0,0,0,0,1,0,0,0
"Laelia albida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia anceps",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia aurea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia autumnalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia eyermaniana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia furfuracea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia halbingeriana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia rubescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia speciosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia superbiens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia × crawshayana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia × gouldiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laelia × oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia chihuahuana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia confusa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia coulteri",0,1,0,1,0,0,0,0,0,0,0,0,1
"Laennecia eriophylla",0,1,0,0,0,0,0,0,0,0,0,0,1
"Laennecia filaginoides",0,0,0,1,0,0,0,0,0,0,0,0,1
"Laennecia gnaphalioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia mapimiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia microglossa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia pimana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia schiedeana",0,1,0,1,0,0,0,0,0,0,0,0,1
"Laennecia sophiifolia",0,1,0,1,0,0,0,0,0,0,0,0,1
"Laennecia spellenbergii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Laennecia turnerorum",0,0,0,1,0,0,0,0,0,0,0,0,0
"Laetia procera",0,0,0,0,0,0,0,0,1,0,0,0,0
"Lafoensia punicifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagascea angustifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagascea aurea",0,0,0,0,0,0,0,0,0,0,0,0,1
